;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120
1901;1;0.86796;0.84276;0.8283;0.81911;0.81198;0.80672;0.80246;0.79876;0.79576;0.79289;0.79028;0.78764;0.78512;0.78225;0.77918;0.77575;0.77194;0.76775;0.76369;0.75958;0.75456;0.74984;0.74454;0.73937;0.73396;0.72868;0.72353;0.71795;0.7125;0.70718;0.70179;0.69692;0.69159;0.68638;0.6811;0.67575;0.67031;0.66458;0.65877;0.6533;0.64729;0.64164;0.63543;0.62958;0.62362;0.61754;0.61134;0.60451;0.5978;0.59121;0.58394;0.57651;0.56864;0.56059;0.55206;0.54334;0.53381;0.52406;0.51346;0.50359;0.49083;0.47885;0.46525;0.45142;0.43699;0.42162;0.40532;0.38848;0.37039;0.35331;0.3328;0.31425;0.29352;0.27237;0.25061;0.22914;0.20837;0.18685;0.16483;0.14649;0.1272;0.11019;0.09223;0.07758;0.06399;0.05223;0.04225;0.03311;0.02533;0.01969;0.01498;0.01101;0.00802;0.00548;0.00407;0.00284;0.00195;0.0013;0.00087;0.00059;0.00037;0.00022;0.00013;0.00007;0.00004;0.00002;0.00001;0;0;0;0;0;0;0;0;0;0;0;0;0
1902;1;0.87441;0.8488;0.83467;0.82563;0.81894;0.81412;0.81;0.80659;0.80359;0.80101;0.79855;0.79605;0.79353;0.79081;0.78757;0.78412;0.78047;0.77644;0.77219;0.7679;0.76304;0.75831;0.75335;0.7478;0.74274;0.73745;0.73228;0.72724;0.72177;0.71642;0.71082;0.70554;0.70019;0.69498;0.68968;0.68432;0.67908;0.67355;0.66793;0.66244;0.65686;0.65119;0.64518;0.6393;0.63308;0.62674;0.62077;0.61442;0.60743;0.60082;0.59379;0.5866;0.57814;0.57064;0.56238;0.55362;0.54435;0.53518;0.52418;0.51361;0.50147;0.49011;0.47641;0.46282;0.44899;0.43308;0.41771;0.40135;0.38257;0.36448;0.34408;0.32526;0.30353;0.28287;0.26111;0.23857;0.21783;0.19742;0.1746;0.15477;0.13519;0.11848;0.09995;0.08398;0.06959;0.05709;0.04622;0.03679;0.02871;0.02233;0.01683;0.01246;0.00927;0.00642;0.00485;0.00344;0.0024;0.00162;0.00111;0.00076;0.00045;0.00024;0.00012;0.00006;0.00003;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0;0;0
1903;1;0.87372;0.84932;0.83555;0.82728;0.82103;0.81636;0.81225;0.80884;0.80585;0.80312;0.80082;0.79833;0.79581;0.79309;0.79002;0.78657;0.78293;0.7789;0.77466;0.77038;0.7657;0.76097;0.75601;0.75101;0.74595;0.74047;0.73512;0.73009;0.72499;0.71983;0.71442;0.70914;0.70359;0.69837;0.69328;0.68812;0.68287;0.67733;0.67192;0.66621;0.6604;0.65518;0.64916;0.64351;0.63774;0.63187;0.62587;0.61949;0.61323;0.60631;0.59924;0.59256;0.58459;0.57644;0.56869;0.56015;0.55047;0.54089;0.53076;0.52005;0.50776;0.49625;0.48307;0.46928;0.45523;0.43944;0.42343;0.40719;0.38882;0.36997;0.34918;0.33;0.30857;0.28705;0.26587;0.24267;0.22068;0.19981;0.17822;0.15675;0.13488;0.11815;0.101;0.08456;0.06916;0.05647;0.04518;0.03579;0.02789;0.02101;0.0161;0.01226;0.00911;0.00657;0.00508;0.00371;0.00249;0.00173;0.0011;0.00069;0.00034;0.00015;0.00006;0.00003;0.00001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1904;1;0.86631;0.84101;0.82799;0.81995;0.8142;0.80987;0.80638;0.80343;0.80061;0.7982;0.79606;0.79374;0.79123;0.78853;0.78547;0.78205;0.77826;0.77409;0.76987;0.76527;0.76046;0.75559;0.7505;0.74536;0.74016;0.7351;0.72961;0.72462;0.71957;0.71464;0.70928;0.70462;0.69891;0.69373;0.68847;0.68355;0.67855;0.67326;0.66789;0.66264;0.65664;0.65122;0.64569;0.64007;0.63457;0.62871;0.62249;0.61639;0.61016;0.60405;0.59725;0.5903;0.58233;0.57448;0.56585;0.55763;0.54858;0.53868;0.52823;0.5182;0.50557;0.49372;0.48056;0.46714;0.45273;0.43805;0.42161;0.40534;0.3873;0.36875;0.34782;0.32815;0.30664;0.28504;0.26308;0.24128;0.21876;0.19716;0.17562;0.15556;0.13313;0.11559;0.09813;0.08284;0.06724;0.05398;0.04336;0.03408;0.02636;0.02012;0.015;0.01135;0.0083;0.00622;0.00444;0.00312;0.00212;0.00145;0.00096;0.0006;0.00042;0.00028;0.00019;0.00012;0.00008;0.00005;0.00003;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0
1905;1;0.87602;0.85275;0.84036;0.83245;0.82643;0.82201;0.81844;0.81529;0.81256;0.8101;0.80761;0.8054;0.80283;0.79991;0.79712;0.79362;0.78991;0.78582;0.78168;0.77698;0.7724;0.76759;0.76237;0.7571;0.75196;0.74676;0.74169;0.736;0.73082;0.72615;0.72103;0.71544;0.70998;0.70466;0.69905;0.69357;0.68802;0.68281;0.67773;0.67233;0.66639;0.66058;0.6542;0.64818;0.64205;0.63581;0.62943;0.62293;0.61602;0.60924;0.60175;0.59466;0.58625;0.57854;0.56974;0.56073;0.55152;0.54175;0.53043;0.51989;0.50703;0.49463;0.4802;0.4659;0.45099;0.4351;0.41862;0.40155;0.3839;0.3657;0.3447;0.32421;0.30164;0.28023;0.25882;0.23582;0.21467;0.19236;0.1701;0.15097;0.13039;0.11195;0.09408;0.07975;0.06618;0.05374;0.04267;0.03367;0.02605;0.01982;0.0148;0.01095;0.00776;0.00559;0.00345;0.00236;0.00155;0.00095;0.00066;0.00036;0.00025;0.00017;0.00011;0.00007;0.00004;0.00002;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0;0
1906;1;0.86845;0.84311;0.83014;0.82218;0.8161;0.81173;0.80806;0.8051;0.80225;0.79983;0.79752;0.79534;0.79281;0.79025;0.78733;0.78388;0.78021;0.77617;0.77175;0.76745;0.76293;0.75818;0.7532;0.74818;0.7431;0.73796;0.73277;0.72752;0.7222;0.71702;0.71197;0.70704;0.70145;0.69599;0.69066;0.68483;0.67935;0.67421;0.66899;0.66389;0.65825;0.65252;0.64621;0.64004;0.63376;0.62736;0.62108;0.61467;0.60761;0.60068;0.59359;0.58634;0.57808;0.56993;0.56188;0.55304;0.54337;0.53379;0.52303;0.51235;0.50009;0.48827;0.47409;0.46005;0.44577;0.43014;0.41466;0.39818;0.37999;0.36243;0.34208;0.32293;0.30008;0.27846;0.25689;0.23515;0.21311;0.19257;0.16965;0.14978;0.12996;0.11314;0.09486;0.07885;0.06565;0.05346;0.04255;0.03312;0.02564;0.01954;0.01455;0.01104;0.00784;0.00556;0.00388;0.00265;0.00166;0.00112;0.00068;0.00037;0.00026;0.00017;0.00011;0.00007;0.00005;0.00003;0.00002;0.00001;0;0;0;0;0;0;0;0;0;0;0;0
1907;1;0.87988;0.8546;0.84331;0.83606;0.83058;0.82625;0.82264;0.81975;0.81713;0.81464;0.81243;0.81019;0.80791;0.80511;0.80194;0.79856;0.79479;0.79063;0.7866;0.78199;0.77715;0.77244;0.76732;0.76195;0.75672;0.75123;0.74588;0.74028;0.73481;0.72967;0.72426;0.71898;0.71343;0.70801;0.70251;0.69671;0.69084;0.68531;0.6797;0.67421;0.66817;0.66249;0.65623;0.6501;0.6436;0.63699;0.63049;0.6236;0.6163;0.60885;0.60096;0.59347;0.58581;0.57706;0.56781;0.55898;0.5496;0.53902;0.52885;0.5174;0.50464;0.49198;0.47796;0.4633;0.44727;0.43102;0.41416;0.39631;0.37713;0.35787;0.33739;0.31658;0.29439;0.27148;0.24844;0.22516;0.20384;0.18178;0.1604;0.1394;0.11971;0.10233;0.08586;0.07004;0.05693;0.04592;0.03672;0.02874;0.02179;0.01674;0.01251;0.00909;0.00664;0.00452;0.00329;0.00224;0.00154;0.001;0.00066;0.00042;0.00026;0.00015;0.00008;0.00005;0.00002;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0;0;0
1908;1;0.88091;0.85643;0.84621;0.83938;0.83412;0.82987;0.82661;0.82376;0.82149;0.81919;0.81732;0.81511;0.81287;0.8106;0.8078;0.80463;0.80092;0.79682;0.79284;0.78865;0.78388;0.77959;0.77471;0.76978;0.76461;0.75938;0.75429;0.74932;0.7441;0.73882;0.73367;0.72865;0.72336;0.71841;0.71297;0.70766;0.70226;0.69679;0.69122;0.68602;0.68072;0.67509;0.66959;0.6635;0.65754;0.65146;0.64526;0.63841;0.63168;0.62426;0.61696;0.60922;0.6016;0.5932;0.58462;0.57521;0.56622;0.55668;0.54557;0.53456;0.52261;0.51039;0.49717;0.48294;0.46771;0.4511;0.43467;0.41761;0.39956;0.38017;0.35993;0.33968;0.31755;0.29532;0.272;0.2483;0.2255;0.20361;0.18205;0.16051;0.13918;0.12001;0.1026;0.08668;0.07073;0.05806;0.04703;0.03755;0.02923;0.02257;0.01702;0.01278;0.00936;0.00691;0.00494;0.00348;0.00243;0.00165;0.00106;0.00071;0.00041;0.00022;0.00012;0.00006;0.00003;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0;0;0
1909;1;0.8922;0.86917;0.85922;0.85211;0.84706;0.84302;0.8397;0.83695;0.83448;0.83229;0.83007;0.82814;0.82585;0.82337;0.82068;0.81745;0.814;0.81017;0.80628;0.80235;0.798;0.79306;0.78807;0.78339;0.77828;0.7733;0.76845;0.76296;0.7582;0.75336;0.74806;0.74309;0.73764;0.73253;0.72735;0.72164;0.71652;0.71108;0.70578;0.69992;0.69467;0.68884;0.68314;0.67732;0.67114;0.6643;0.65787;0.65102;0.64402;0.63687;0.62898;0.62121;0.61296;0.60451;0.59554;0.58603;0.57596;0.56599;0.55472;0.54283;0.53067;0.51785;0.50359;0.48866;0.47267;0.45522;0.43677;0.41774;0.39896;0.37799;0.35622;0.33495;0.31179;0.28937;0.26506;0.24082;0.21755;0.19338;0.17193;0.15029;0.1293;0.1101;0.09213;0.07657;0.06271;0.05071;0.04044;0.03195;0.02463;0.0187;0.01393;0.01037;0.00752;0.00531;0.00376;0.00259;0.00174;0.0011;0.00072;0.00045;0.00025;0.00013;0.00006;0.00003;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1910;1;0.89803;0.87366;0.86343;0.85686;0.85218;0.84864;0.84566;0.8428;0.84051;0.83851;0.83663;0.83472;0.83263;0.83001;0.82736;0.82418;0.82078;0.81734;0.81334;0.80928;0.80501;0.8005;0.79576;0.79097;0.78632;0.7816;0.77664;0.77181;0.76692;0.76216;0.75734;0.75245;0.74769;0.74245;0.73755;0.73237;0.72688;0.72175;0.71653;0.71123;0.70606;0.70032;0.69496;0.689;0.68318;0.67698;0.67065;0.66446;0.65759;0.65057;0.64311;0.63578;0.62768;0.6194;0.61093;0.60225;0.59303;0.58292;0.57291;0.56228;0.54997;0.53774;0.52449;0.51019;0.49522;0.47879;0.46133;0.44325;0.42458;0.40572;0.38545;0.3643;0.34195;0.31938;0.29589;0.27136;0.24691;0.22274;0.19877;0.17743;0.15576;0.13462;0.11494;0.09708;0.08104;0.06665;0.05385;0.04305;0.03429;0.02647;0.02008;0.01496;0.01095;0.00811;0.00584;0.004;0.00287;0.00198;0.00136;0.00086;0.00051;0.00028;0.00015;0.00008;0.00004;0.00002;0.00001;0;0;0;0;0;0;0;0;0;0;0;0;0
